XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
179977.6338,2487985.117,143,142,73,13.93901395
179977.6338,2487985.117,143,105,80,514.7419902
179977.6338,2487985.117,143,169,85,243.6157899
248212.043,2487968.46,147,148,74,38.73391844
248185.7554,2487996.655,148,147,74,38.73391844
178404.8244,2488001.375,149,150,75,63.97261869
178431.0186,2487943.011,150,149,75,63.97261869
178861.1621,2488010.289,152,136,76,133.2971296
178861.1621,2488010.289,152,154,77,50.42275278
178861.1621,2488010.289,152,172,86,124.6222527
178861.1621,2488010.289,152,191,96,168.9847848
178881.6517,2487964.217,154,152,77,50.42275278
180971.1809,2487828.077,155,156,78,229.9257231
180837.9909,2488015.497,156,155,78,229.9257231
180459.9173,2488017.27,157,134,79,212.5658024
180459.9173,2488017.27,157,163,83,17.3790786
180459.9173,2488017.27,157,241,121,491.1439679
181275.4687,2488022.688,161,162,81,163.0445858
181275.4687,2488022.688,161,194,97,189.0378381
181275.4687,2488022.688,161,212,107,285.4276856
181147.4674,2487921.697,162,161,81,163.0445858
181147.4674,2487921.697,162,189,95,297.1209665
180448.6942,2488030.539,163,123,82,222.0686883
180448.6942,2488030.539,163,157,83,17.3790786
248929.7668,2488046.311,167,168,84,895.6248454
248213.6195,2487966.993,168,167,84,895.6248454
180200.6337,2488061.092,169,143,85,243.6157899
180200.6337,2488061.092,169,181,91,202.7890266
180200.6337,2488061.092,169,219,111,171.4658978
178974.5836,2488061.925,172,152,86,124.6222527
178974.5836,2488061.925,172,173,87,44.04910141
178974.5836,2488061.925,172,228,115,203.7009049
178977.4317,2488017.968,173,172,87,44.04910141
180797.0243,2488073.14,176,138,88,179.6375872
180797.0243,2488073.14,176,177,89,70.0221533
180797.0243,2488073.14,176,196,98,188.7793364
180837.588,2488016.064,177,176,89,70.0221533
180403.0405,2488092.102,180,142,90,434.1884367
180403.0405,2488092.102,180,204,102,205.7185992
180403.0405,2488092.102,180,278,139,494.4184589
180398.3532,2488105.047,181,169,91,202.7890266
180398.3532,2488105.047,181,209,105,201.5004055
180398.3532,2488105.047,181,249,126,341.3330616
245314.3739,2488117.833,183,75,92,609.513588
245314.3739,2488117.833,183,186,93,1179.009023
245314.3739,2488117.833,183,225,113,216.7963084
245314.3739,2488117.833,183,266,133,346.0964312
245292.6941,2486984.789,186,183,93,1179.009023
178345.4436,2488133.685,187,188,94,141.1367272
178345.4436,2488133.685,187,216,108,217.4447773
178345.4436,2488133.685,187,329,165,531.5972305
178403.2326,2488004.922,188,187,94,141.1367272
180968.6451,2488158.98,189,162,95,297.1209665
180968.6451,2488158.98,189,196,99,27.75038223
180968.6451,2488158.98,189,232,116,163.3075525
178795.6967,2488166.078,191,152,96,168.9847848
178795.6967,2488166.078,191,199,101,180.1026946
178795.6967,2488166.078,191,228,114,161.7662611
181161.8516,2488173.772,194,161,97,189.0378381
181161.8516,2488173.772,194,212,106,100.3374022
181161.8516,2488173.772,194,232,117,104.3036631
180951.8869,2488181.099,196,176,98,188.7793364
180951.8869,2488181.099,196,189,99,27.75038223
180951.8869,2488181.099,196,224,112,64.14407844
178638.9874,2488192.813,199,136,100,258.2606674
178638.9874,2488192.813,199,191,101,180.1026946
178638.9874,2488192.813,199,261,131,189.8449409
180577.7691,2488198.016,204,180,102,205.7185992
180577.7691,2488198.016,204,349,46340,2684.576128
180577.7691,2488198.016,204,362,46340,2684.576128
180577.7691,2488198.016,204,92680,46340,2684.576128
179338.6284,2488202.275,205,206,103,109.7180467
179338.6284,2488202.275,205,208,104,296.2698625
179338.6284,2488202.275,205,239,120,116.4171427
179260.0668,2488125.977,206,205,103,109.7180467
179527.8034,2487974.897,208,205,104,296.2698625
180569.4331,2488208.909,209,181,105,201.5004055
180569.4331,2488208.909,209,356,46342,2678.916148
180569.4331,2488208.909,209,363,46342,2678.916148
180569.4331,2488208.909,209,92683,46342,2678.916148
181245.7424,2488228.817,212,194,106,100.3374022
181245.7424,2488228.817,212,161,107,285.4276856
181245.7424,2488228.817,212,258,130,142.5920299
178540.5874,2488229.608,216,187,108,217.4447773
178540.5874,2488229.608,216,128,109,337.7626128
178540.5874,2488229.608,216,329,186,737.864024
180171.3863,2488230.045,219,220,110,243.787322
180171.3863,2488230.045,219,169,111,171.4658978
180171.3863,2488230.045,219,249,125,482.9194015
179931.6929,2488185.59,220,219,110,243.787322
180913.1977,2488232.262,224,196,112,64.14407844
180913.1977,2488232.262,224,241,122,111.1063882
180913.1977,2488232.262,224,246,123,163.5754692
245490.1068,2488240.063,225,183,113,216.7963084
245490.1068,2488240.063,225,266,135,422.0514968
245490.1068,2488240.063,225,487,244,983.9166534
178930.6103,2488255.334,228,191,114,161.7662611
178930.6103,2488255.334,228,172,115,203.7009049
178930.6103,2488255.334,228,300,151,301.043645
181099.1631,2488257.135,232,189,116,163.3075525
181099.1631,2488257.135,232,194,117,104.3036631
181099.1631,2488257.135,232,236,118,34.05265157
181078.6984,2488284.352,236,232,118,34.05265157
181078.6984,2488284.352,236,246,124,57.09639345
181078.6984,2488284.352,236,258,129,106.5759739
179478.9158,2488264.274,237,289,146,336.7805525
179390.0986,2488306.596,239,205,120,116.4171427
179390.0986,2488306.596,239,253,128,63.45794114
179390.0986,2488306.596,239,337,169,563.2304743
180846.0534,2488320.785,241,157,121,491.1439679
180846.0534,2488320.785,241,224,122,111.1063882
180846.0534,2488320.785,241,267,134,112.0598711
180846.0534,2488320.785,241,272,136,164.0748869
181044.3763,2488329.981,246,224,123,163.5754692
181044.3763,2488329.981,246,236,124,57.09639345
181044.3763,2488329.981,246,272,137,108.7199192
180641.8738,2488330.779,249,219,125,482.9194015
180641.8738,2488330.779,249,181,126,341.3330616
180641.8738,2488330.779,249,282,141,127.674935
180641.8738,2488330.779,249,285,143,123.5394184
180641.8738,2488330.779,249,289,145,1004.644295
179335.5921,2488339.091,253,254,127,65.12153357
179335.5921,2488339.091,253,239,128,63.45794114
179335.5921,2488339.091,253,313,157,222.803703
179301.1837,2488283.802,254,253,127,65.12153357
181165.2606,2488346.525,258,236,129,106.5759739
181165.2606,2488346.525,258,212,130,142.5920299
181165.2606,2488346.525,258,296,149,166.1197073
178564.8544,2488367.585,261,199,131,189.8449409
178564.8544,2488367.585,261,300,150,240.2235144
178564.8544,2488367.585,261,333,167,301.2544929
246683.5158,2488383.364,263,264,132,67.1497342
246683.5158,2488383.364,263,323,162,248.8492448
246683.5158,2488383.364,263,323,163,510.8453143
246695.1348,2488317.272,264,263,132,67.1497342
245122.4213,2488405.821,266,183,133,346.0964312
245122.4213,2488405.821,266,225,135,422.0514968
245122.4213,2488405.821,266,374,187,341.7534157
180782.3446,2488412.972,267,241,134,112.0598711
180782.3446,2488412.972,267,278,140,53.09638133
180782.3446,2488412.972,267,316,158,176.1548537
180979.0424,2488416.881,272,241,136,164.0748869
180979.0424,2488416.881,272,246,137,108.7199192
180979.0424,2488416.881,272,296,148,112.90751
180979.0424,2488416.881,272,308,154,123.9119181
179323.9605,2488426.256,275,276,138,122.3851821
179323.9605,2488426.256,275,294,147,58.7247965
179323.9605,2488426.256,275,305,153,93.53339364
179278.315,2488312.702,276,275,138,122.3851821
180732.0599,2488430.022,278,180,139,494.4184589
180732.0599,2488430.022,278,267,140,53.09638133
180732.0599,2488430.022,278,282,142,34.67112658
180732.0599,2488430.022,278,304,152,83.43881294
180699.2514,2488441.233,282,249,141,127.674935
180699.2514,2488441.233,282,278,142,34.67112658
180699.2514,2488441.233,282,285,144,10.08123962
180689.7609,2488444.633,285,249,143,123.5394184
180689.7609,2488444.633,285,282,144,10.08123962
180689.7609,2488444.633,285,309,155,82.22703724
179700.1436,2488433.454,289,249,145,1004.644295
179700.1436,2488433.454,289,237,146,336.7805525
179700.1436,2488433.454,289,331,166,241.3595938
179300.8513,2488479.094,294,275,147,58.7247965
181070.5596,2488483.007,296,272,148,112.90751
181070.5596,2488483.007,296,258,149,166.1197073
181070.5596,2488483.007,296,376,188,403.1118133
178762.0373,2488504.707,300,261,150,240.2235144
178762.0373,2488504.707,300,228,151,301.043645
178762.0373,2488504.707,300,382,192,305.5349194
180761.147,2488508.226,304,278,152,83.43881294
180761.147,2488508.226,304,309,156,55.57038188
180761.147,2488508.226,304,342,171,171.2998408
179360.9888,2488508.641,305,275,153,93.53339364
180905.7365,2488516.783,308,272,154,123.9119181
180905.7365,2488516.783,308,316,159,35.34130768
180723.3777,2488519.673,309,285,155,82.22703724
180723.3777,2488519.673,309,304,156,55.57038188
180723.3777,2488519.673,309,347,174,175.7753514
179437.1622,2488537.396,313,253,157,222.803703
179437.1622,2488537.396,313,320,160,54.90889929
179437.1622,2488537.396,313,343,172,260.6795425
180884.8249,2488545.273,316,267,158,176.1548537
180884.8249,2488545.273,316,308,159,35.34130768
180884.8249,2488545.273,316,432,216,553.8467303
180884.8249,2488545.273,316,474,237,586.3710209
179389.4858,2488554.37,320,313,160,54.90889929
179390.0132,2488579.723,321,322,161,2.83471863
179392.615,2488578.597,322,321,161,2.83471863
179392.615,2488578.597,322,405,203,338.94735
246553.8935,2488593.525,323,263,162,248.8492448
246553.8935,2488593.525,323,263,163,510.8453143
246553.8935,2488593.525,323,410,206,338.6752366
248183.8516,2487999.352,327,328,164,967.4426871
247522.3295,2488614.994,328,327,164,967.4426871
247522.3295,2488614.994,328,726,364,1044.419541
178127.78,2488618.678,329,187,165,531.5972305
178127.78,2488618.678,329,365,183,90.00607138
178127.78,2488618.678,329,216,186,737.864024
179843.8953,2488626.683,331,289,166,241.3595938
179843.8953,2488626.683,331,337,170,92.63105484
179843.8953,2488626.683,331,401,201,330.2747311
178437.4671,2488640.581,333,261,167,301.2544929
178437.4671,2488640.581,333,382,191,191.1167545
178437.4671,2488640.581,333,393,197,215.8385182
181410.6425,2488660.58,335,336,168,326.8300894
181410.6425,2488660.58,335,376,189,99.39577401
181618.8224,2488507.887,336,335,168,326.8300894
181618.8224,2488507.887,336,390,196,340.4177304
181618.8224,2488507.887,336,396,199,410.1694596
179760.3477,2488666.687,337,239,169,563.2304743
179760.3477,2488666.687,337,331,170,92.63105484
179760.3477,2488666.687,337,399,200,227.8076923
180824.5959,2488667.143,342,304,171,171.2998408
180824.5959,2488667.143,342,350,176,16.71830123
180824.5959,2488667.143,342,358,180,29.52067492
179626.9811,2488674.193,343,313,172,260.6795425
179626.9811,2488674.193,343,346,173,78.87829399
179626.9811,2488674.193,343,385,193,97.08538393
179696.4909,2488636.908,346,343,173,78.87829399
180792.7155,2488680.862,347,309,174,175.7753514
180792.7155,2488680.862,347,353,177,17.05298285
180792.7155,2488680.862,347,367,184,28.3806733
180815.3064,2488672.279,349,350,175,17.02620922
180815.3064,2488672.279,349,204,46340,2684.576128
180815.3064,2488672.279,349,362,46340,2684.576128
180815.3064,2488672.279,349,92680,46340,2684.576128
180828.1261,2488683.484,350,349,175,17.02620922
180828.1261,2488683.484,350,342,176,16.71830123
180828.1261,2488683.484,350,358,179,14.37015615
180828.1261,2488683.484,350,362,181,16.57815372
180806.6566,2488690.683,353,347,177,17.05298285
180806.6566,2488690.683,353,356,178,14.87349905
180806.6566,2488690.683,353,363,182,16.53056648
180806.6566,2488690.683,353,367,185,13.64123477
180804.1336,2488676.025,356,353,178,14.87349905
180804.1336,2488676.025,356,209,46342,2678.916148
180804.1336,2488676.025,356,363,46342,2678.916148
180804.1336,2488676.025,356,92683,46342,2678.916148
180838.946,2488692.941,358,350,179,14.37015615
180838.946,2488692.941,358,342,180,29.52067492
180838.946,2488692.941,358,763,383,779.2057475
180831.6267,2488699.688,362,350,181,16.57815372
180831.6267,2488699.688,362,204,46340,2684.576128
180831.6267,2488699.688,362,349,46340,2684.576128
180831.6267,2488699.688,362,92680,46340,2684.576128
180820.1706,2488700.203,363,353,182,16.53056648
180820.1706,2488700.203,363,209,46342,2678.916148
180820.1706,2488700.203,363,356,46342,2678.916148
180820.1706,2488700.203,363,92683,46342,2678.916148
178090.9318,2488700.796,365,329,183,90.00607138
180808.9706,2488704.126,367,347,184,28.3806733
180808.9706,2488704.126,367,353,185,13.64123477
180808.9706,2488704.126,367,753,377,744.3930495
244970.0503,2488710.939,374,266,187,341.7534157
244970.0503,2488710.939,374,380,190,354.4458241
244970.0503,2488710.939,374,446,223,293.2028115
181352.6083,2488741.274,376,296,188,403.1118133
181352.6083,2488741.274,376,335,189,99.39577401
181352.6083,2488741.274,376,390,195,95.2183208
244621.1213,2488717.817,380,374,190,354.4458241
178589.2594,2488756.697,382,333,191,191.1167545
178589.2594,2488756.697,382,300,192,305.5349194
178589.2594,2488756.697,382,444,222,199.3832483
179637.7613,2488758.608,385,343,193,97.08538393
179637.7613,2488758.608,385,388,194,114.7995465
179637.7613,2488758.608,385,415,208,139.3050206
179743.1325,2488717.274,388,385,194,114.7995465
181432.633,2488792.874,390,376,195,95.2183208
181432.633,2488792.874,390,336,196,340.4177304
181432.633,2488792.874,390,396,198,94.44991359
181432.633,2488792.874,390,403,202,101.1211757
178351.4799,2488838.506,393,333,197,215.8385182
178351.4799,2488838.506,393,425,214,51.88607753
178351.4799,2488838.506,393,803,403,622.6697843
181511.97,2488844.123,396,390,198,94.44991359
181511.97,2488844.123,396,336,199,410.1694596
181511.97,2488844.123,396,408,204,32.29606418
179872.9287,2488864.732,399,337,200,227.8076923
179872.9287,2488864.732,399,415,209,182.9661459
179872.9287,2488864.732,399,455,228,88.1297844
180052.1082,2488872.583,401,331,201,330.2747311
180052.1082,2488872.583,401,455,229,148.9817703
180052.1082,2488872.583,401,815,408,580.2261755
181371.3697,2488873.324,403,390,202,101.1211757
181371.3697,2488873.324,403,459,230,116.5232172
179517.6148,2488875.633,405,322,203,338.94735
179517.6148,2488875.633,405,437,219,44.23738983
179517.6148,2488875.633,405,453,227,131.8683541
181515.4359,2488876.232,408,396,204,32.29606418
181515.4359,2488876.232,408,459,231,80.84814014
181515.4359,2488876.232,408,468,234,129.5684209
246145.0316,2488837.194,409,410,205,284.4852168
246145.0316,2488837.194,409,422,211,81.26571501
246145.0316,2488837.194,409,487,245,180.2970162
246379.9257,2488878.474,410,409,205,284.4852168
246379.9257,2488878.474,410,323,206,338.6752366
246379.9257,2488878.474,410,434,218,36.43054032
246379.9257,2488878.474,410,726,363,604.3676781
179606.4499,2488879.417,413,414,207,13.84389623
179606.4499,2488879.417,413,437,220,77.22797939
179606.4499,2488879.417,413,463,232,75.03210345
179600.1766,2488867.076,414,413,207,13.84389623
179691.1005,2488885.106,415,385,208,139.3050206
179691.1005,2488885.106,415,399,209,182.9661459
179691.1005,2488885.106,415,429,215,25.23816146
178299.473,2488885.443,419,420,210,71.79604336
178299.473,2488885.443,419,425,213,51.25199227
178299.473,2488885.443,419,479,241,94.79108702
178230.1,2488866.948,420,419,210,71.79604336
178230.1,2488866.948,420,471,236,91.78268595
178230.1,2488866.948,420,782,391,753.3216026
246207.4189,2488889.271,422,409,211,81.26571501
246207.4189,2488889.271,422,424,212,117.5951218
246207.4189,2488889.271,422,450,225,67.50504983
246207.4189,2488889.271,422,521,262,162.2046103
246316.9597,2488864.986,424,422,212,117.5951218
246316.9597,2488864.986,424,434,217,71.83267072
246316.9597,2488864.986,424,450,226,96.30783928
178350.5162,2488890.064,425,419,213,51.25199227
178350.5162,2488890.064,425,393,214,51.88607753
178350.5162,2488890.064,425,571,286,222.4642616
179702.6933,2488907.524,429,415,215,25.23816146
179702.6933,2488907.524,429,441,221,14.47135716
179702.6933,2488907.524,429,517,259,125.8340634
181289.603,2488908.837,432,316,216,553.8467303
181289.603,2488908.837,432,498,249,160.4715036
181289.603,2488908.837,432,505,253,160.4777617
181289.603,2488908.837,432,787,395,580.6121289
246369.9286,2488913.506,434,424,217,71.83267072
246369.9286,2488913.506,434,410,218,36.43054032
246369.9286,2488913.506,434,447,224,22.05297098
179537.8838,2488914.953,437,405,219,44.23738983
179537.8838,2488914.953,437,413,220,77.22797939
179537.8838,2488914.953,437,483,242,75.85925899
179690.9278,2488915.95,441,429,221,14.47135716
179690.9278,2488915.95,441,463,233,58.89151124
179690.9278,2488915.95,441,501,252,102.4098337
178624.8262,2488930.158,444,382,222,199.3832483
178624.8262,2488930.158,444,470,235,24.35742752
178624.8262,2488930.158,444,542,271,183.9701823
244794.9936,2488932.796,446,374,223,293.2028115
246362.5281,2488934.28,447,434,224,22.05297098
246362.5281,2488934.28,447,492,247,72.76456889
246362.5281,2488934.28,447,536,269,262.8331703
246253.3373,2488937.287,450,422,225,67.50504983
246253.3373,2488937.287,450,424,226,96.30783928
246253.3373,2488937.287,450,492,246,88.27502566
179401.1003,2488937.387,453,405,227,131.8683541
179401.1003,2488937.387,453,475,238,63.2921307
179401.1003,2488937.387,453,587,294,233.3130514
179919.1388,2488939.775,455,399,228,88.1297844
179919.1388,2488939.775,455,401,229,148.9817703
179919.1388,2488939.775,455,517,260,177.4581693
179919.1388,2488939.775,455,529,265,110.6880101
181466.5118,2488940.597,459,403,230,116.5232172
181466.5118,2488940.597,459,408,231,80.84814014
181466.5118,2488940.597,459,498,250,76.61954437
181466.5118,2488940.597,459,511,256,128.3238236
179640.4584,2488946.299,463,413,232,75.03210345
179640.4584,2488946.299,463,441,233,58.89151124
179640.4584,2488946.299,463,483,243,76.80224629
179640.4584,2488946.299,463,501,251,64.02667169
181619.4279,2488953.521,468,408,234,129.5684209
181619.4279,2488953.521,468,511,257,80.47623581
181619.4279,2488953.521,468,581,292,256.6910262
178618.6208,2488953.711,470,444,235,24.35742752
178618.6208,2488953.711,470,516,258,147.482233
178618.6208,2488953.711,470,564,282,161.516273
178203.437,2488954.773,471,420,236,91.78268595
178203.437,2488954.773,471,479,240,72.47720691
178203.437,2488954.773,471,525,264,81.09901496
181213.2229,2488956.212,474,316,237,586.3710209
179344.479,2488965.67,475,453,238,63.2921307
179344.479,2488965.67,475,495,248,78.35028369
179344.479,2488965.67,475,601,301,233.960691
241760.4909,2488974.853,477,478,239,1132.292964
241760.4909,2488974.853,477,812,406,666.6026199
241760.4909,2488974.853,477,3083,1543,5050.982866
241301.0422,2488360.245,478,477,239,1132.292964
178272.6269,2488976.353,479,471,240,72.47720691
178272.6269,2488976.353,479,419,241,94.79108702
178272.6269,2488976.353,479,531,267,81.0560008
179572.6559,2488982.374,483,437,242,75.85925899
179572.6559,2488982.374,483,463,243,76.80224629
179572.6559,2488982.374,483,555,278,117.1901423
246040.8317,2488984.332,487,225,244,983.9166534
246040.8317,2488984.332,487,409,245,180.2970162
246040.8317,2488984.332,487,521,261,87.68891045
246321.2762,2488991.41,492,450,246,88.27502566
246321.2762,2488991.41,492,447,247,72.76456889
246321.2762,2488991.41,492,536,268,134.3183971
246321.2762,2488991.41,492,545,274,152.1132889
179274.3884,2489000.685,495,475,248,78.35028369
181420.1456,2489001.595,498,432,249,160.4715036
181420.1456,2489001.595,498,459,250,76.61954437
181420.1456,2489001.595,498,505,254,11.47788937
181420.1456,2489001.595,498,576,288,204.3139286
179669.4721,2489003.374,501,463,251,64.02667169
179669.4721,2489003.374,501,441,252,102.4098337
179669.4721,2489003.374,501,549,275,89.65484152
181413.195,2489010.729,505,432,253,160.4777617
181413.195,2489010.729,505,498,254,11.47788937
181413.195,2489010.729,505,553,277,123.0027372
250770.4436,2489016.592,509,510,255,2984.065923
248931.8153,2488049.267,510,509,255,2984.065923
181569.7401,2489016.827,511,459,256,128.3238236
181569.7401,2489016.827,511,468,257,80.47623581
181569.7401,2489016.827,511,539,270,75.29994154
178485.4748,2489017.14,516,470,258,147.482233
179760.4955,2489019.297,517,429,259,125.8340634
179760.4955,2489019.297,517,455,260,177.4581693
179760.4955,2489019.297,517,549,276,139.0928439
179760.4955,2489019.297,517,567,284,93.12873284
246119.6227,2489022.82,521,487,261,87.68891045
246119.6227,2489022.82,521,422,262,162.2046103
246119.6227,2489022.82,521,545,273,98.19636806
178179.8887,2489032.377,525,526,263,48.16123338
178179.8887,2489032.377,525,471,264,81.09901496
178179.8887,2489032.377,525,531,266,73.07939325
178179.8887,2489032.377,525,559,281,57.69193368
178135.0845,2489014.711,526,525,263,48.16123338
179967.6898,2489039.247,529,455,265,110.6880101
179967.6898,2489039.247,529,567,287,191.7643016
179967.6898,2489039.247,529,821,411,389.4203184
178249.6682,2489054.089,531,525,266,73.07939325
178249.6682,2489054.089,531,479,267,81.0560008
178249.6682,2489054.089,531,606,303,126.4488918
246431.5091,2489057.989,536,492,268,134.3183971
246431.5091,2489057.989,536,447,269,262.8331703
246431.5091,2489057.989,536,543,272,36.13985016
